Title,Ratings,Raters,Directors,Writers,Actors,Country,Language,Date,Budget,Openning Weekend,Gross USA,cumulative worldwide,Studios,Durations,Romance,Horror,Music,Fantasy,Mystery,Sci-Fi,Biography,Family,Drama,Sport,History,Thriller,Animation,Adventure,Crime,Musical,Western,War,Action,Comedy,Year,Month
Tenet,7.6,213736.0,Christopher Nolan,Christopher Nolan,"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki']",UK,Norwegian,2020-08-27,205000000.0,20200000.0,57895000.0,362195000.0,"['Warner Bros.', 'Syncopy']",150.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,8.0
Ava,5.4,28393.0,Tate Taylor,Matthew Newton,"['Jessica Chastain', 'John Malkovich', 'Common']",USA,English,2020-09-02,40000000.0,170349.0,497747.0,3217343.0,"['Freckle Films', 'Voltage Pictures']",96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2020.0,9.0
Love Actually,7.6,425479.0,Richard Curtis,Richard Curtis,"['Hugh Grant', 'Martine McCutcheon', 'Liam Neeson']",UK,English,2003-12-26,40000000.0,6886080.0,59696144.0,244977704.0,"['Universal Pictures', 'StudioCanal', 'Working Title Films']",135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2003.0,12.0
Elf,7.0,221528.0,Jon Favreau,David Berenbaum,"['Will Ferrell', 'James Caan', 'Bob Newhart']",USA,English,2003-11-27,33000000.0,32100000.0,176490408.0,223676374.0,"['New Line Cinema', 'Guy Walks into a Bar Productions', 'Gold/Miller Productions']",97.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2003.0,11.0
The Grinch,6.2,207558.0,Ron Howard,Dr. Seuss,"['Jim Carrey', 'Taylor Momsen', 'Kelley']",USA,English,2000-11-30,123000000.0,55082330.0,260435005.0,363563228.0,"['Universal Pictures', 'Imagine Entertainment', 'LUNI Productions GmbH and Company KG']",104.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000.0,11.0
Mulan,5.6,88486.0,Niki Caro,Rick Jaffa,"['Yifei Liu', 'Donnie Yen', 'Li Gong']",USA,English,2020-09-04,200000000.0,14635269.5,53577751.0,66800000.0,"['Walt Disney Pictures', 'Jason T. Reed Productions', 'Good Fear Content']",115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,9.0
The Christmas Chronicles,7.1,54439.0,Clay Kaytis,Matt Lieberman,"['Kurt Russell', 'Darby Camp', 'Judah Lewis']",USA,English,2018-11-22,40000000.0,14635269.5,53577751.0,99666355.0,"['1492 Pictures', 'Madhouse Entertainment', 'Netflix']",104.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,11.0
The Grinch,6.3,51095.0,"Yarrow Cheney, Scott Mosier",Michael LeSieur,"['Benedict Cumberbatch', 'Cameron Seely', 'Rashida Jones']",France,English,2018-11-29,75000000.0,67572855.0,271192781.0,512417245.0,"['Universal Pictures', 'Universal Animation Studios', 'Illumination Entertainment']",85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,11.0
Sound of Metal,7.8,9431.0,Darius Marder,Darius Marder,"['Riz Ahmed', 'Olivia Cooke', 'Paul Raci']",Belgium,English,2020-12-04,40000000.0,14635269.5,53577751.0,5595.0,['Caviar'],101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,12.0
The Polar Express,6.6,174204.0,Robert Zemeckis,Chris Van Allsburg,"['Tom Hanks', 'Chris Coppola', 'Michael Jeter']",USA,English,2004-11-18,165000000.0,23323463.0,187855490.0,314133635.0,"['Castle Rock Entertainment', 'Shangri-La Entertainment', 'Playtone']",100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2004.0,11.0
Greenland,6.3,32978.0,Ric Roman Waugh,Chris Sparling,"['Gerard Butler', 'Morena Baccarin', 'Roger Dale Floyd']",USA,English,2020-08-13,40000000.0,14635269.5,53577751.0,47800000.0,"['STX Films', 'Anton', 'Thunder Road Pictures']",119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,8.0
Fatman,5.9,10399.0,"Eshom Nelms, Ian Nelms",Ian Nelms,"['Mel Gibson', 'Walton Goggins', 'Marianne Jean-Baptiste']",UK,English,2020-11-19,40000000.0,108305.0,276389.0,1156304.0,"['Panasper Films', 'Fortitude International', 'Saban Films']",100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2020.0,11.0
I'm Your Woman,6.1,2020.0,Julia Hart,Julia Hart,"['Rachel Brosnahan', 'Marsha Stephanie Blake', 'Arinzé Kene']",USA,English,2020-12-11,40000000.0,14635269.5,53577751.0,99666355.0,"['Big Indie Pictures', 'Original Headquarters', 'Scrap Paper Pictures']",120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020.0,12.0
Promising Young Woman,6.3,776.0,Emerald Fennell,Emerald Fennell,"['Carey Mulligan', 'Bo Burnham', 'Alison Brie']",UK,English,2021-01-01,40000000.0,14635269.5,53577751.0,99666355.0,"['FilmNation Entertainment', 'Focus Features', 'LuckyChap Entertainment']",113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2021.0,1.0
Last Christmas,6.5,48819.0,Paul Feig,George Michael,"['Madison Ingoldsby', 'Emma Thompson', 'Boris Isakovic']",UK,English,2019-11-07,25000000.0,11441055.0,35150750.0,121550750.0,"['Calamity Films', 'Feigco Entertainment', 'Perfect World Pictures']",103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019.0,11.0
Freaky,6.4,13809.0,Christopher Landon,Michael Kennedy,"['Vince Vaughn', 'Kathryn Newton', ""Celeste O'Connor""]",USA,English,2020-11-12,5000000.0,3600355.0,8516580.0,14645580.0,"['Blumhouse Productions', 'Divide/Conquer']",102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,11.0
Holidate,6.1,35860.0,John Whitesell,Tiffany Paulsen,"['Emma Roberts', 'Luke Bracey', 'Kristin Chenoweth']",USA,English,2020-10-28,40000000.0,14635269.5,53577751.0,99666355.0,"['Netflix', 'Wonderland Sound and Vision']",103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,10.0
The Santa Clause 2,5.6,50165.0,Michael Lembeck,Don Rhymer,"['Tim Allen', 'Spencer Breslin', 'Elizabeth Mitchell']",USA,English,2002-12-05,65000000.0,29008696.0,139236327.0,172855065.0,"['Walt Disney Pictures', 'Outlaw Productions (I)', 'Boxing Cat Films']",104.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2002.0,12.0
The Holiday,6.9,244784.0,Nancy Meyers,Nancy Meyers,"['Kate Winslet', 'Cameron Diaz', 'Jude Law']",USA,English,2006-12-26,85000000.0,12778913.0,63224849.0,205845306.0,"['Columbia Pictures', 'Universal Pictures', 'Relativity Media']",136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,12.0
Honest Thief,6.0,13422.0,Mark Williams,Steve Allrich,"['Liam Neeson', 'Kate Walsh', 'Jai Courtney']",USA,English,2020-10-22,40000000.0,14635269.5,14130470.0,29262908.0,"['Argonaut Entertainment Partners', 'Briarcliff Entertainment', 'Cutting Edge Group']",99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2020.0,10.0
The Gentlemen,7.8,216897.0,Guy Ritchie,Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery']",UK,English,2020-01-01,22000000.0,10651884.0,36471795.0,115171795.0,"['STX Films', 'Miramax', 'Toff Guy Films']",113.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,1.0
Wolfwalkers,8.2,3815.0,"Tomm Moore, Ross Stewart",Jericca Cleland,"['Honor Kneafsey', 'Eva Whittaker', 'Sean Bean']",Ireland,English,2020-12-11,40000000.0,14635269.5,53577751.0,229041.0,"['Apple Original Films', 'Cartoon Saloon', 'Mélusine Productions']",103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,12.0
Charm City Kings,6.4,1141.0,Angel Manuel Soto,Sherman Payne,"[""Jahi Di'Allo Winston"", 'Meek Mill', 'William Catlett']",USA,English,2020-10-08,40000000.0,14635269.5,53577751.0,99666355.0,"['Overbrook Entertainment', 'Sony Pictures Entertainment (SPE)']",125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,10.0
A Christmas Carol,6.8,101379.0,Robert Zemeckis,Charles Dickens,"['Jim Carrey', 'Gary Oldman', 'Colin Firth']",USA,English,2009-11-05,200000000.0,30051075.0,137855863.0,325286646.0,"['Walt Disney Pictures', 'ImageMovers Digital', 'ImageMovers']",96.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2009.0,11.0
Wonder Woman,7.4,546100.0,Patty Jenkins,Allan Heinberg,"['Gal Gadot', 'Chris Pine', 'Robin Wright']",USA,English,2017-06-01,149000000.0,103251471.0,412815408.0,822303505.0,"['Warner Bros.', 'Atlas Entertainment', 'Cruel & Unusual Films']",141.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2017.0,6.0
Avengers: Endgame,8.4,789372.0,"Anthony Russo, Joe Russo",Christopher Markus,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']",USA,English,2019-04-24,356000000.0,357115007.0,858373000.0,2797800564.0,"['Marvel Studios', 'Walt Disney Pictures']",181.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2019.0,4.0
Knives Out,7.9,430228.0,Rian Johnson,Rian Johnson,"['Daniel Craig', 'Chris Evans', 'Ana de Armas']",USA,English,2019-11-28,40000000.0,26769548.0,165363234.0,311398301.0,"['Lionsgate', 'Media Rights Capital (MRC)', 'T-Street']",130.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,11.0
Run,6.7,16410.0,Aneesh Chaganty,Aneesh Chaganty,"['Sarah Paulson', 'Kiera Allen', 'Sara Sohn']",USA,English,2021-01-01,40000000.0,14635269.5,53577751.0,3207375.0,['Lionsgate'],90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,1.0
Harry Potter and the Philosopher's Stone,7.6,647523.0,Chris Columbus,J.K. Rowling,"['Daniel Radcliffe', 'Rupert Grint', 'Richard Harris']",UK,English,2001-11-29,125000000.0,90294621.0,318087620.0,1006917662.0,"['Warner Bros.', 'Heyday Films', '1492 Pictures']",152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,11.0
Little Women,7.8,135622.0,Greta Gerwig,Greta Gerwig,"['Saoirse Ronan', 'Emma Watson', 'Florence Pugh']",USA,English,2020-01-01,40000000.0,16755310.0,108101214.0,216601214.0,"['Columbia Pictures', 'New Regency Productions', 'Pascal Pictures']",135.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,1.0
Bombshell,6.8,83626.0,Jay Roach,Charles Randolph,"['Charlize Theron', 'Nicole Kidman', 'Margot Robbie']",Canada,English,2020-01-16,32000000.0,319157.0,31762808.0,61404394.0,"['Creative Wealth Media Finance', 'Annapurna Pictures', 'BRON Studios']",109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,1.0
Peppermint,6.5,54203.0,Pierre Morel,Chad St. John,"['Jennifer Garner', 'John Gallagher Jr.', 'John Ortiz']",Hong Kong,English,2018-11-15,25000000.0,13423255.0,35418723.0,53918723.0,"['STX Films', 'Lakeshore Entertainment', 'Huayi Brothers Media']",101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018.0,11.0
1917,8.3,403434.0,Sam Mendes,Sam Mendes,"['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays']",USA,English,2020-01-16,95000000.0,576216.0,159227644.0,384131585.0,"['Dreamworks Pictures', 'Reliance Entertainment', 'New Republic Pictures']",119.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,1.0
Soul,7.9,599.0,"Pete Docter, Kemp Powers (co-director)",Pete Docter,"['Jamie Foxx', 'Tina Fey', 'Graham Norton']",USA,English,2020-12-25,40000000.0,14635269.5,53577751.0,99666355.0,"['Walt Disney Pictures', 'Pixar Animation Studios']",100.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,12.0
The Shape of Water,7.3,365936.0,Guillermo del Toro,Guillermo del Toro,"['Sally Hawkins', 'Octavia Spencer', 'Michael Shannon']",USA,English,2018-01-18,19400000.0,166564.0,63859435.0,195333312.0,"['Double Dare You (DDY)', 'Fox Searchlight Pictures', 'TSG Entertainment']",123.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2018.0,1.0
Star Wars: The Rise of Skywalker,6.6,363682.0,J.J. Abrams,Chris Terrio,"['Daisy Ridley', 'John Boyega', 'Oscar Isaac']",USA,English,2019-12-19,275000000.0,177383864.0,515202542.0,1074144248.0,"['Walt Disney Pictures', 'Lucasfilm', 'Bad Robot']",141.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.0
Interstellar,8.6,1490764.0,Christopher Nolan,Jonathan Nolan,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain']",USA,English,2014-11-06,165000000.0,47510360.0,188020017.0,702421159.0,"['Paramount Pictures', 'Warner Bros.', 'Legendary Entertainment']",169.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014.0,11.0
The New Mutants,5.3,35197.0,Josh Boone,Josh Boone,"['Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton']",USA,English,2020-09-03,67000000.0,7037017.0,23850100.0,46394835.0,"['20th Century Studios', 'Marvel Entertainment', 'TSG Entertainment']",94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,9.0
The Lord of the Rings: The Fellowship of the Ring,8.8,1645250.0,Peter Jackson,J.R.R. Tolkien,"['Elijah Wood', 'Ian McKellen', 'Orlando Bloom']",New Zealand,English,2001-12-26,93000000.0,47211490.0,315544750.0,888159092.0,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2001.0,12.0
Triple 9,6.3,65839.0,John Hillcoat,Matt Cook,"['Casey Affleck', 'Chiwetel Ejiofor', 'Anthony Mackie']",USA,English,2016-03-03,20000000.0,6109085.0,12639297.0,23177948.0,"['Worldview Entertainment', 'Anonymous Content', 'MadRiver Pictures']",115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,3.0
After We Collided,5.0,12996.0,Roger Kumble,Anna Todd,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Dylan Sprouse']",USA,English,2020-09-10,40000000.0,422899.0,2386483.0,47990414.0,"['CalMaple', 'Frayed Pages Entertainment']",105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,9.0
Once Upon a Time in Hollywood,7.6,536701.0,Quentin Tarantino,Quentin Tarantino,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie']",USA,English,2019-08-15,90000000.0,41082018.0,142502728.0,374343626.0,"['Columbia Pictures', 'Bona Film Group', 'Heyday Films']",161.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2019.0,8.0
Inception,8.8,2045834.0,Christopher Nolan,Christopher Nolan,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page']",USA,English,2010-07-22,160000000.0,62785337.0,292576195.0,836836967.0,"['Warner Bros.', 'Legendary Entertainment', 'Syncopy']",148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,7.0
Four Holidays,5.7,63879.0,Seth Gordon,Matt Allen,"['Reese Witherspoon', 'Vince Vaughn', 'Mary Steenburgen']",Germany,English,2008-12-04,80000000.0,31069826.0,120146040.0,164112721.0,"['New Line Cinema', 'Spyglass Entertainment', 'Wild West Picture Show Productions']",88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,12.0
The Wolf of Wall Street,8.2,1168656.0,Martin Scorsese,Terence Winter,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']",USA,English,2014-01-23,100000000.0,18361578.0,116900694.0,392000694.0,"['Red Granite Pictures', 'Appian Way', 'Sikelia Productions']",180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014.0,1.0
Uncle Frank,7.2,7075.0,Alan Ball,Alan Ball,"['Paul Bettany', 'Sophia Lillis', 'Peter Macdissi']",USA,English,2020-11-25,40000000.0,14635269.5,53577751.0,99666355.0,"['Amazon Studios', 'Miramax Films', 'Your Face Goes Here Entertainment']",95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,11.0
The Trial of the Chicago 7,7.8,71856.0,Aaron Sorkin,Aaron Sorkin,"['Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen']",USA,English,2020-10-16,40000000.0,14635269.5,53577751.0,99666355.0,"['Dreamworks Pictures', 'Amblin Partners', 'Aperture Media Partners']",129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020.0,10.0
Joker,8.5,912403.0,Todd Phillips,Todd Phillips,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz']",USA,English,2019-10-03,55000000.0,96202337.0,335451311.0,1074251311.0,"['Warner Bros.', 'Village Roadshow Pictures', 'Village Roadshow Pictures']",122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2019.0,10.0
The Santa Clause 3: The Escape Clause,4.8,32811.0,Michael Lembeck,Ed Decter,"['Tim Allen', 'Martin Short', 'Elizabeth Mitchell']",USA,English,2006-11-16,12000000.0,19504038.0,84500122.0,110768122.0,"['Walt Disney Pictures', 'Boxing Cat Films', 'Outlaw Productions (I)']",97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2006.0,11.0
Archenemy,5.0,765.0,Adam Egypt Mortimer,Adam Egypt Mortimer,"['Jessica Allain', 'Luis Kelly-Duarte', 'Mac Brandt']",USA,English,2020-12-11,40000000.0,53678.0,71836.0,82210.0,"['SpectreVision', 'Head Gear Films', 'Legion M']",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020.0,12.0
The Devil All the Time,7.1,81615.0,Antonio Campos,Antonio Campos,"['Donald Ray Pollock', 'Bill Skarsgård', 'Tom Holland']",USA,English,2020-09-16,40000000.0,14635269.5,53577751.0,99666355.0,"['Bronx Moving Co.', 'Nine Stories Productions']",138.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,9.0
Noelle,6.3,14411.0,Marc Lawrence,Marc Lawrence,"['Anna Kendrick', 'Shirley MacLaine', 'Bill Hader']",USA,English,2019-11-19,40000000.0,14635269.5,53577751.0,99666355.0,['Walt Disney Pictures'],100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2019.0,11.0
The Dark Knight,9.0,2282481.0,Christopher Nolan,Jonathan Nolan,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",USA,English,2008-07-16,185000000.0,158411483.0,534858444.0,1005973645.0,"['Warner Bros.', 'Legendary Entertainment', 'Syncopy']",152.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2008.0,7.0
Rogue One: A Star Wars Story,7.8,549062.0,Gareth Edwards,Chris Weitz,"['Felicity Jones', 'Diego Luna', 'Alan Tudyk']",USA,English,2016-12-15,200000000.0,155081681.0,532177324.0,1056057720.0,"['Lucasfilm', 'Walt Disney Pictures', 'Allison Shearmur Productions']",133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016.0,12.0
Bad Moms 2,5.6,43045.0,"Jon Lucas, Scott Moore",Jon Lucas,"['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn']",USA,English,2017-11-02,28000000.0,16759161.0,72110659.0,130560428.0,"['Huayi Brothers Media', 'STX Entertainment']",104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017.0,11.0
Office Christmas Party,5.8,68859.0,"Josh Gordon, Will Speck",Jon Lucas,"['Jason Bateman', 'Olivia Munn', 'T.J. Miller']",USA,English,2016-12-09,45000000.0,16890204.0,54767494.0,114501299.0,"['DreamWorks', 'Reliance Entertainment', 'Amblin Partners']",105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,12.0
Spider-Man: Into the Spider-Verse,8.4,363933.0,Peter Ramsey,Phil Lord,"['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld']",USA,English,2018-12-13,90000000.0,35363376.0,190241310.0,375540831.0,"['Sony Pictures Entertainment (SPE)', 'Columbia Pictures', 'Marvel Entertainment']",117.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,12.0
Inglourious Basterds,8.3,1254182.0,Quentin Tarantino,Quentin Tarantino,"['Brad Pitt', 'Diane Kruger', 'Eli Roth']",USA,English,2009-08-20,70000000.0,38054676.0,120540719.0,321455689.0,"['Universal Pictures', 'The Weinstein Company', 'A Band Apart']",153.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2009.0,8.0
Krampus,6.2,62626.0,Michael Dougherty,Todd Casey,"['Adam Scott', 'Toni Collette', 'David Koechner']",USA,English,2015-12-04,15000000.0,16293325.0,42725475.0,61548707.0,"['Legendary Entertainment', 'Universal Pictures', 'Syon Media']",98.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2015.0,12.0
Hamilton,8.6,49854.0,Thomas Kail,Lin-Manuel Miranda,"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.']",USA,English,2020-07-03,40000000.0,14635269.5,53577751.0,99666355.0,"['Walt Disney Pictures', '5000 Broadway Productions', 'Nevis Productions']",160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,7.0
