Title,Ratings,Raters,Directors,Writers,Actors,Country,Language,Date,Budget,Openning Weekend,Gross USA,cumulative worldwide,Studios,Durations,Romance,Horror,Music,Fantasy,Mystery,Sci-Fi,Biography,Family,Drama,Sport,History,Thriller,Animation,Adventure,Crime,Musical,Western,War,Action,Comedy,Year,Month
American Gangster,7.8,389340.0,Ridley Scott,Steven Zaillian,"['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor']",USA,English,2008-01-10,100000000.0,43565135.0,130164645.0,269755430.0,"['Universal Pictures', 'Imagine Entertainment', 'Relativity Media']",157.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008.0,1.0
Star Trek,7.9,575328.0,J.J. Abrams,Roberto Orci,"['Chris Pine', 'Zachary Quinto', 'Simon Pegg']",USA,English,2009-05-07,150000000.0,75204289.0,257730019.0,385680446.0,"['Paramount Pictures', 'Spyglass Entertainment', 'Bad Robot']",127.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2009.0,5.0
Donnie Darko,8.0,736028.0,Richard Kelly,Richard Kelly,"['Jake Gyllenhaal', 'Jena Malone', 'Mary McDonnell']",USA,English,2002-10-17,6000000.0,110494.0,1478493.0,6980337.0,"['Pandora Cinema', 'Flower Films (II)', 'Adam Fields Productions']",113.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,10.0
Nanny McPhee,6.5,67362.0,Kirk Jones,Emma Thompson,"['Emma Thompson', 'Colin Firth', 'Angela Lansbury']",USA,English,2006-01-12,25000000.0,14503650.0,47144110.0,123276807.0,"['Universal Pictures', 'StudioCanal', 'Metro-Goldwyn-Mayer (MGM)']",97.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2006.0,1.0
Charlie and the Chocolate Factory,6.6,424787.0,Tim Burton,Roald Dahl,"['Johnny Depp', 'Freddie Highmore', 'David Kelly']",UK,English,2005-09-01,150000000.0,56178450.0,206459076.0,474968763.0,"['Warner Bros.', 'Village Roadshow Pictures', 'The Zanuck Company']",115.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,9.0
Rocketman,7.3,131963.0,Dexter Fletcher,Lee Hall,"['Taron Egerton', 'Jamie Bell', 'Richard Madden']",UK,English,2019-05-30,40000000.0,25725722.0,96368160.0,195179299.0,"['Paramount Pictures', 'New Republic Pictures', 'Marv Films']",121.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,5.0
Harry Potter and the Half-Blood Prince,7.6,468834.0,David Yates,Steve Kloves,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']",UK,English,2009-07-15,250000000.0,77835727.0,302305431.0,934454096.0,"['Warner Bros.', 'Heyday Films']",153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,7.0
Ad Astra,6.5,194678.0,James Gray,James Gray,"['Brad Pitt', 'Tommy Lee Jones', 'Ruth Negga']",China,English,2019-09-19,90000000.0,19001398.0,50188370.0,127461872.0,"['New Regency Productions', 'Bona Film Group', 'CAA Media Finance']",123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,9.0
Edge of Tomorrow,7.9,595447.0,Doug Liman,Christopher McQuarrie,"['Tom Cruise', 'Emily Blunt', 'Bill Paxton']",USA,English,2014-06-05,178000000.0,28760246.0,100206256.0,370541256.0,"['Warner Bros.', 'Village Roadshow Pictures', 'RatPac-Dune Entertainment']",113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2014.0,6.0
Antebellum,5.6,13479.0,"Gerard Bush, Christopher Renz",Gerard Bush,"['Janelle Monáe', 'Eric Lange', 'Jena Malone']",USA,English,2020-10-01,40000000.0,14635269.5,53577751.0,6852361.0,"['Lionsgate', 'QC Entertainment']",105.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,10.0
Stardust,7.6,253297.0,Matthew Vaughn,Jane Goldman,"['Charlie Cox', 'Claire Danes', 'Sienna Miller']",UK,English,2007-09-20,70000000.0,9169779.0,38634938.0,137515140.0,"['Paramount Pictures', 'Marv Films', 'Vaughn Productions']",127.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2007.0,9.0
The Notebook,7.8,516273.0,Nick Cassavetes,Jeremy Leven,"['Gena Rowlands', 'James Garner', 'Rachel McAdams']",USA,English,2004-10-14,29000000.0,13464745.0,81001787.0,117812623.0,"['New Line Cinema', 'Gran Via', 'Avery Pix']",123.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2004.0,10.0
Nightcrawler,7.9,460128.0,Dan Gilroy,Dan Gilroy,"['Jake Gyllenhaal', 'Rene Russo', 'Bill Paxton']",USA,English,2014-11-27,8500000.0,10441000.0,32381217.0,47398992.0,"['Bold Films', 'Nightcrawler', 'Sierra / Affinity']",117.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,11.0
Spectre,6.8,381937.0,Sam Mendes,John Logan,"['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux']",UK,English,2015-11-12,245000000.0,70403148.0,200074609.0,880674609.0,"['B24', 'Columbia Pictures', 'Danjaq']",148.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,11.0
Thor,7.0,741025.0,Kenneth Branagh,Ashley Miller,"['Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman']",USA,English,2011-04-21,150000000.0,65723338.0,181030624.0,449326618.0,"['Paramount Pictures', 'Marvel Entertainment', 'Marvel Studios']",115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2011.0,4.0
Transformers: The Last Knight,5.2,134336.0,Michael Bay,Art Marcum,"['Mark Wahlberg', 'Anthony Hopkins', 'Josh Duhamel']",USA,English,2017-06-22,217000000.0,44680073.0,130168683.0,605425157.0,"['Paramount Pictures', 'Hasbro', 'Di Bonaventura Pictures']",154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017.0,6.0
Doctor Strange,7.5,591057.0,Scott Derrickson,Jon Spaihts,"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams']",USA,English,2016-10-27,165000000.0,85058311.0,232641920.0,677796076.0,"['Marvel Studios', 'Walt Disney Pictures']",115.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016.0,10.0
It Chapter Two,6.5,203933.0,Andy Muschietti,Stephen King,"['Jessica Chastain', 'James McAvoy', 'Bill Hader']",Canada,English,2019-09-05,79000000.0,91062152.0,211593228.0,683955083.0,"['KatzSmith Productions', 'Lin Pictures', 'New Line Cinema']",169.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2019.0,9.0
The BFG,6.4,76926.0,Steven Spielberg,Melissa Mathison,"['Mark Rylance', 'Ruby Barnhill', 'Penelope Wilton']",USA,Hindi,2016-06-30,140000000.0,18775350.0,55483770.0,195243411.0,"['Walt Disney Pictures', 'Amblin Entertainment', 'Reliance Entertainment']",117.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016.0,6.0
Kingsman: The Secret Service,7.7,586602.0,Matthew Vaughn,Jane Goldman,"['Colin Firth', 'Taron Egerton', 'Samuel L. Jackson']",UK,English,2015-02-05,81000000.0,36206331.0,128261724.0,414351546.0,"['Twentieth Century Fox', 'Marv Films', 'Cloudy Productions']",129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2015.0,2.0
Fury,7.6,422311.0,David Ayer,David Ayer,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman']",USA,English,2014-10-23,68000000.0,23702421.0,85817906.0,211822697.0,"['Columbia Pictures', 'QED International', 'LStar Capital']",134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2014.0,10.0
Murder on the Orient Express,6.5,210440.0,Kenneth Branagh,Michael Green,"['Kenneth Branagh', 'Penélope Cruz', 'Willem Dafoe']",Malta,English,2017-11-09,55000000.0,28681472.0,102826543.0,352794081.0,"['Twentieth Century Fox', 'Genre Films', 'Kinberg Genre']",114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,11.0
Fantasy Island,4.9,34376.0,Jeff Wadlow,Jeff Wadlow,"['Michael Peña', 'Maggie Q', 'Lucy Hale']",USA,English,2020-02-13,7000000.0,12310420.0,27309289.0,48811343.0,"['Columbia Pictures', 'Blumhouse Productions', 'Tower of Babble Entertainment']",109.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,2.0
Pitch Perfect,7.1,275177.0,Jason Moore,Kay Cannon,"['Anna Kendrick', 'Brittany Snow', 'Rebel Wilson']",USA,English,2012-12-06,17000000.0,5149433.0,65001093.0,115350426.0,"['Brownstone Productions (II)', 'Gold Circle Films']",112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2012.0,12.0
Moana,7.6,268323.0,Ron Clements,Jared Bush,"[""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House']",USA,English,2016-12-26,150000000.0,56631401.0,248757044.0,643350998.0,"['Hurwitz Creative', 'Walt Disney Animation Studios', 'Walt Disney Pictures']",107.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,12.0
Snow Day,5.1,11545.0,Chris Koch,Will McRobb,"['Chevy Chase', 'Mark Webber', 'Schuyler Fisk']",USA,English,2000-09-07,13000000.0,14331819.0,60020107.0,62464731.0,"['MFF Feature Film Productions', 'New Faction Pictures', 'Nickelodeon Movies']",89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,9.0
Dreamland,5.7,1791.0,Miles Joris-Peyrafitte,Nicolaas Zwart,"['Finn Cole', 'Margot Robbie', 'Travis Fimmel']",USA,English,2020-12-17,40000000.0,14635269.5,53577751.0,123238.0,"['Automatik Entertainment', 'LuckyChap Entertainment', 'Romulus Entertainment']",98.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2020.0,12.0
Batman v Superman: Dawn of Justice,6.4,619944.0,Zack Snyder,Chris Terrio,"['Ben Affleck', 'Henry Cavill', 'Amy Adams']",USA,English,2016-03-24,250000000.0,166007347.0,330360194.0,873637528.0,"['Warner Bros.', 'Atlas Entertainment', 'Cruel & Unusual Films']",152.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,3.0
Kingsman: The Golden Circle,6.7,269826.0,Matthew Vaughn,Jane Goldman,"['Taron Egerton', 'Colin Firth', 'Mark Strong']",UK,English,2017-09-21,104000000.0,39023010.0,100234838.0,410902662.0,"['Twentieth Century Fox', 'Marv Films', 'Cloudy Productions']",141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017.0,9.0
Venom,6.7,355876.0,Ruben Fleischer,Jeff Pinkner,"['Tom Hardy', 'Michelle Williams', 'Riz Ahmed']",China,English,2018-10-04,100000000.0,80255756.0,213515506.0,856085151.0,"['Avi Arad Productions', 'Columbia Pictures', 'Marvel Entertainment']",112.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018.0,10.0
Molly's Game,7.4,139881.0,Aaron Sorkin,Aaron Sorkin,"['Jessica Chastain', 'Idris Elba', 'Kevin Costner']",China,English,2018-01-25,30000000.0,2349967.0,28780744.0,59284015.0,"['STX Entertainment', 'Huayi Brothers Pictures', 'The Mark Gordon Company']",140.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0
Spenser Confidential,6.2,66468.0,Peter Berg,Sean O'Keefe,"['Mark Wahlberg', 'Winston Duke', 'Alan Arkin']",USA,English,2020-03-06,40000000.0,14635269.5,53577751.0,99666355.0,"['Netflix', 'Original Film', 'Closest to the Hole Productions']",111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2020.0,3.0
A Beautiful Mind,8.2,841516.0,Ron Howard,Akiva Goldsman,"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly']",USA,English,2002-03-07,58000000.0,367151.0,170742341.0,316791257.0,"['Universal Pictures', 'Dreamworks Pictures', 'Imagine Entertainment']",135.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,3.0
The Very Excellent Mr. Dundee,4.8,837.0,Dean Murphy,Robert Mond,"['Mel Gibson', 'Luke Bracey', 'Chevy Chase']",Australia,English,2020-07-17,40000000.0,14635269.5,53577751.0,99666355.0,"['Clock Sounds Productions Pty', 'Kathy Morgan International', 'Piccadilly Pictures']",88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,7.0
Meg,5.6,148253.0,Jon Turteltaub,Dean Georgaris,"['Jason Statham', 'Bingbing Li', 'Rainn Wilson']",USA,English,2018-08-16,130000000.0,45402195.0,145443742.0,530259473.0,"['Apelles Entertainment', 'Di Bonaventura Pictures', 'Flagship Entertainment Group']",113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,8.0
Mother!,6.6,189333.0,Darren Aronofsky,Darren Aronofsky,"['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris']",USA,English,2017-09-14,30000000.0,7534673.0,17800004.0,44516999.0,"['Paramount Pictures', 'Protozoa Pictures']",121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2017.0,9.0
Valley Girl,5.3,1987.0,Rachel Lee Goldenberg,Amy Talkington,"['Jessica Rothe', 'Josh Whitehouse', 'Jessie Ennis']",USA,English,2020-07-17,40000000.0,14635269.5,53577751.0,7671.0,"['Sneak Preview Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Orion Classics']",102.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,7.0
Beautiful Boy,7.3,52018.0,Felix van Groeningen,Luke Davies,"['Steve Carell', 'Maura Tierney', 'Jack Dylan Grazer']",USA,English,2018-10-25,25000000.0,218888.0,7649973.0,16636604.0,"['Amazon Studios', 'Big Indie Pictures', 'Plan B Entertainment']",120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,10.0
Marriage Story,8.0,240176.0,Noah Baumbach,Noah Baumbach,"['Adam Driver', 'Scarlett Johansson', 'Julia Greer']",UK,English,2019-12-06,18600000.0,14635269.5,53577751.0,333686.0,"['Heyday Films', 'Netflix']",137.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.0
The Wolf of Snow Hollow,6.2,7053.0,Jim Cummings,Jim Cummings,"['Jim Cummings', 'Riki Lindhome', 'Robert Forster']",USA,English,2020-10-09,2000000.0,91943.0,185026.0,185026.0,"['Vanishing Angle', 'New Form']",83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,10.0
Into the Woods,5.9,131303.0,Rob Marshall,James Lapine,"['Anna Kendrick', 'Meryl Streep', 'Chris Pine']",USA,English,2015-01-08,50000000.0,31051923.0,128002372.0,212902372.0,"['BBL Motion Picture Studios', 'Lucamar Productions', 'Marc Platt Productions']",125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2015.0,1.0
Coco,8.4,370345.0,"Lee Unkrich, Adrian Molina (co-director)",Lee Unkrich,"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt']",USA,English,2017-12-26,175000000.0,50802605.0,210460015.0,807817888.0,"['Walt Disney Pictures', 'Pixar Animation Studios']",105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2017.0,12.0
Unfaithful,6.7,79678.0,Adrian Lyne,Claude Chabrol,"['Richard Gere', 'Diane Lane', 'Olivier Martinez']",France,English,2002-07-11,50000000.0,14065277.0,52775765.0,119137784.0,"['Fox 2000 Pictures', 'New Regency Productions', 'Epsilon Motion Pictures']",124.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2002.0,7.0
The Martian,8.0,753213.0,Ridley Scott,Drew Goddard,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig']",UK,English,2015-09-30,108000000.0,54308575.0,228433663.0,630162235.0,"['Twentieth Century Fox', 'TSG Entertainment', 'Scott Free Productions']",144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2015.0,9.0
Spider-Man 3,6.2,496107.0,Sam Raimi,Sam Raimi,"['Tobey Maguire', 'Kirsten Dunst', 'Topher Grace']",USA,English,2007-05-03,258000000.0,151116516.0,336530303.0,894983373.0,"['Columbia Pictures', 'Marvel Studios', 'Laura Ziskin Productions']",139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2007.0,5.0
Snow White and the Huntsman,6.1,272134.0,Rupert Sanders,Evan Daugherty,"['Kristen Stewart', 'Chris Hemsworth', 'Charlize Theron']",USA,English,2012-06-21,170000000.0,56217700.0,155332381.0,396592829.0,"['Roth Films', 'Universal Pictures']",127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2012.0,6.0
Man of Steel,7.0,686023.0,Zack Snyder,David S. Goyer,"['Henry Cavill', 'Amy Adams', 'Michael Shannon']",USA,English,2013-06-27,225000000.0,116619362.0,291045518.0,668045518.0,"['Warner Bros.', 'Legendary Entertainment', 'Syncopy']",143.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013.0,6.0
Sky High,6.2,78546.0,Mike Mitchell,Paul Hernandez,"['Kurt Russell', 'Kelly Preston', 'Michael Angarano']",USA,English,2005-09-08,35000000.0,14631784.0,63946815.0,86369815.0,"['Walt Disney Pictures', 'Gunn Films', 'Max Stronghold Productions Inc.']",100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005.0,9.0
The Equalizer 2,6.7,131023.0,Antoine Fuqua,Richard Wenk,"['Denzel Washington', 'Pedro Pascal', 'Ashton Sanders']",USA,English,2018-07-19,62000000.0,36011640.0,102084362.0,190400157.0,"['Columbia Pictures', 'Escape Artists', 'Fuqua Films']",121.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,7.0
Good Time,7.4,87404.0,"Benny Safdie, Josh Safdie",Ronald Bronstein,"['Robert Pattinson', 'Benny Safdie', 'Jennifer Jason Leigh']",USA,English,2017-10-12,4500000.0,125101.0,2026499.0,3283369.0,"['Elara Pictures', 'Rhea Films (II)']",102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,10.0
Mamma Mia! Here We Go Again,6.6,78698.0,Ol Parker,Ol Parker,"['Lily James', 'Amanda Seyfried', 'Meryl Streep']",UK,English,2018-07-19,75000000.0,34952180.0,120634935.0,395101142.0,"['Universal Pictures', 'Legendary Entertainment', 'Perfect World Pictures']",114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2018.0,7.0
The Lobster,7.2,216324.0,Yorgos Lanthimos,Yorgos Lanthimos,"['Colin Farrell', 'Rachel Weisz', 'Jessica Barden']",Ireland,English,2015-10-22,40000000.0,190252.0,9077245.0,15456717.0,"['Film4', 'Screen Ireland', 'Screen Ireland']",119.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015.0,10.0
The Imitation Game,8.0,679054.0,Morten Tyldum,Graham Moore,"['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode']",UK,English,2015-01-01,14000000.0,479352.0,91125683.0,233555708.0,"['Black Bear Pictures', 'FilmNation Entertainment', 'Bristol Automotive']",114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015.0,1.0
Arrival,7.9,587757.0,Denis Villeneuve,Eric Heisserer,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker']",USA,English,2016-11-10,47000000.0,24074047.0,100546139.0,203388186.0,"['Lava Bear Films', 'FilmNation Entertainment', '21 Laps Entertainment']",116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,11.0
The Impossible,7.6,198830.0,J.A. Bayona,Sergio G. Sánchez,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland']",Spain,English,2013-01-24,45000000.0,143818.0,19019882.0,198087212.0,"['Mediaset España', 'Summit Entertainment', 'Apaches Entertainment']",114.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2013.0,1.0
Logan Lucky,7.0,129023.0,Steven Soderbergh,Jules Asner,"['Channing Tatum', 'Adam Driver', 'Daniel Craig']",USA,English,2017-08-17,29000000.0,7600036.0,27780977.0,48453605.0,"['Fingerprint Releasing', 'Trans-Radial Pictures', 'FilmNation Entertainment']",118.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,8.0
Eurovision Song Contest: The Story of Fire Saga,6.5,69789.0,David Dobkin,Will Ferrell,"['Will Ferrell', 'Rachel McAdams', 'Dan Stevens']",USA,English,2020-06-26,40000000.0,14635269.5,53577751.0,99666355.0,"['European Broadcasting Union (EBU)', 'Gary Sanchez Productions', 'Gloria Sanchez Productions']",123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2020.0,6.0
Superbad,7.6,517409.0,Greg Mottola,Seth Rogen,"['Michael Cera', 'Jonah Hill', 'Christopher Mintz-Plasse']",USA,English,2007-09-20,20000000.0,33052411.0,121463226.0,170812526.0,"['Columbia Pictures', 'Apatow Productions']",113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2007.0,9.0
Wrong Turn,6.1,108250.0,Rob Schmidt,Alan B. McElroy,"['Eliza Dushku', 'Jeremy Sisto', 'Emmanuelle Chriqui']",USA,English,2003-07-31,12600000.0,5161498.0,15418790.0,28650575.0,"['Summit Entertainment', 'Constantin Film', 'Media Cooperation One']",84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2003.0,7.0
Transformers,7.0,593683.0,Michael Bay,Roberto Orci,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']",USA,English,2007-06-28,150000000.0,70502384.0,319246193.0,709709780.0,"['Dreamworks Pictures', 'Tom DeSanto/Don Murphy Production', 'Paramount Pictures']",144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,6.0
